id,ticketNumber,firstInitial,lastInitial,purchaseDate
86a4a7c9-50ba-4d4c-ada9-51d1873ccf51,435995,T,W,2025-05-10
6e2b3022-7687-495b-bb8f-3be5025fc991,163213,T,W,2025-05-10
9c3bd35d-a1bb-410a-9cd9-d9d8e8b27873,38300,T,W,2025-05-10
e82d179b-87f3-4cd2-8f56-e120debbeeb2,382589,T,W,2025-05-10
0ddf0061-a5f1-48d4-af2c-01b17fd52faf,373532,T,W,2025-05-10
21a786fc-8add-473b-9ad9-0bb77db29edd,400027,T,W,2025-05-10
33fbffa8-0c05-4cbc-a4ad-c4fb1072a725,374910,T,W,2025-05-10
02129317-e3e4-413a-808c-5b7145a29d8b,131328,T,W,2025-05-10
2607d3fe-c2f6-4229-bb0a-6ce8653090bf,131958,T,W,2025-05-10
5380af68-ebd6-4f74-a6c7-852d0e04232b,32163,T,W,2025-05-10
7531ba2b-1476-4251-a767-8a1006de28f5,53622,T,W,2025-05-10
d1aab369-11c2-4ca4-b30d-1bfa522664f7,362157,T,W,2025-05-10
ebdd3b51-7840-4ff0-bbbc-34b5eccc977f,54449,T,W,2025-05-10
9b889c24-a783-4cb7-b6a3-029aef7b8ff3,8451,T,W,2025-05-10
852e5b1e-c6a3-4d89-8af2-e16cbc1a64c8,293156,T,W,2025-05-10
d6a5fe1c-0b32-4c5f-9e29-c45f1909caed,191917,T,W,2025-05-10
6f22402d-0a62-44ba-86b0-e2985366836d,271153,T,W,2025-05-10
3b5c1ef0-c001-4b72-97aa-4f254edd5a72,107235,T,W,2025-05-10
c772df97-c187-4920-bfc8-c34bc8ffbd9a,208497,T,W,2025-05-10
1c528b04-5908-44c7-a1bf-f9b6d51218da,115629,T,W,2025-05-10
deec4ba2-5ff2-4670-98c5-a249e3d2cb3b,392626,T,W,2025-05-10
2512bdc1-ebfc-4f0c-b513-1211f2309dea,323675,T,W,2025-05-10
2b64ce2d-2875-43f5-80d0-f510960506c2,304729,T,W,2025-05-10
187e55d5-f16a-476c-8717-200c8daab106,192195,T,W,2025-05-10
d4f00976-6490-438c-9bd6-dd63dc06872e,214158,T,W,2025-05-10
e6bb2459-2ebe-4281-a944-83091e3d7b7d,32017,T,W,2025-05-10
c21cf49f-92ec-48e4-adeb-00e75d732d2d,244628,T,W,2025-05-10
e175420b-b155-4c72-87e4-72f2ee2a6002,442182,T,W,2025-05-10
ebeaf0e9-f247-4b95-b7a5-3ca406f2832e,305830,T,W,2025-05-10
649d5329-e20f-42f4-abb7-0a48b041ca01,197848,T,W,2025-05-10
392da976-7463-4b78-8888-38d7b1e1d2fb,292677,T,W,2025-05-10
9e83d9a6-4812-43f2-b834-7726d0ab507b,182688,T,W,2025-05-10
d422a3f7-d4b2-47ae-85d4-b4620e1be603,223826,T,W,2025-05-10
4a2b9602-5107-4ebe-b8ed-f7dc840a0493,298124,T,W,2025-05-10
64bcd7ef-ec08-4478-8de4-01793e6c5dc0,182519,T,W,2025-05-10
b6af55aa-0486-4575-9eb9-ec427071d072,434985,T,W,2025-05-10
25110d86-2237-4370-9087-467225ed8676,9917,T,W,2025-05-10
c7c11626-3b35-420d-b313-9fff5a0699d9,332512,T,W,2025-05-10
