id,ticketNumber,firstInitial,lastInitial,purchaseDate,entryType
589ae495-9834-4755-b198-109710ff8882,494654,J,P,2026-02-05,online
4c08f4d6-a890-421a-a95b-aa6491089e1c,374787,J,P,2026-02-05,online
bff80de3-1703-432a-bcd2-3d1d3bf66eba,482065,J,P,2026-02-05,online
c83cc812-0de0-43d4-8090-ea9945de95fe,279941,J,P,2026-02-05,online
e48cf974-c5ff-48f3-b386-df4fe96fccaa,97469,J,P,2026-02-05,online
809dfd45-0a5c-4078-8407-c7f712e36b80,62948,J,P,2026-02-05,online
56db4a19-f927-42b7-b2c0-3d3fcd5b4985,288410,J,P,2026-02-05,online
ec6bc985-19dc-4ba6-95dd-e739dfe38b62,430922,J,P,2026-02-05,online
9e8ec719-7a59-48b2-bfbb-6399d098b230,178460,J,P,2026-02-05,online
631aeb0a-0d5b-4dbd-a413-6e438ce71020,73241,J,P,2026-02-05,online
61838552-4a60-44d8-8a42-5b6a7d5186f3,208672,J,P,2026-02-05,online
a6efc84e-431d-4f9a-8a42-46e72c1df989,255228,J,P,2026-02-05,online
b6176706-0d8c-48b8-ab8c-abe810dcf336,321948,J,P,2026-02-05,online
6f8a0c96-c94b-483b-954d-19870b91baec,116043,J,P,2026-02-05,online
24c9edba-c39a-48de-b5df-0ca692b3a305,191773,J,P,2026-02-05,online
6bb17192-2085-4032-8b23-b41fb0a3d685,179350,J,P,2026-02-05,online
ce585cfe-b588-48e6-b764-072a399061a7,473229,J,P,2026-02-05,online
cc3a7314-94bc-4746-b446-c8f59dd5954c,40611,J,P,2026-02-05,online
cb76aaa4-9115-48ec-a711-962e759e38f1,345153,J,P,2026-02-05,online
ae9ce60c-2c6e-4a24-89bc-453df69561fb,267927,J,P,2026-02-05,online
e1c51a31-293f-4c8b-8211-0784def4f8c9,84111,J,P,2026-02-05,online
03fb1dd0-71f2-4335-b567-ad3d7d925219,38083,J,P,2026-02-05,online
84dda3ba-0c6b-44be-bef7-4475c914ade4,47597,J,P,2026-02-05,online
7a7a552d-1c05-42e5-b8a0-5c82c394617b,382917,J,P,2026-02-05,online
a7947c76-aac8-4ce0-a1da-4c71c0487da1,425318,J,P,2026-02-05,online
f2d1172c-6445-4ad5-8deb-a761b5fa9d1f,62604,J,P,2026-02-05,online
4cd3beba-e8ad-4afd-8deb-d50eb673ce28,418624,J,P,2026-02-05,online
107e3c5b-9ebf-4892-9cf1-5d828b36cd40,164467,J,P,2026-02-05,online
98f984ee-1f2d-48f1-9b8e-311cae393be8,122300,J,P,2026-02-05,online
b4c48edc-576b-42da-a29f-b06f257f4db7,400261,J,P,2026-02-05,online
ec67cd23-739c-41eb-9f25-fc1be1b48b09,279410,J,P,2026-02-05,online
bd4f36d5-dfec-49c5-be59-170cc77b880f,497930,J,P,2026-02-05,online
ea7bf46d-9074-4064-8553-b15e203d214a,380375,J,P,2026-02-05,online
93514c99-da44-40e7-aad8-91f523a59757,431667,J,P,2026-02-05,online
752a7c06-5cd4-4f93-a603-f9531938902c,334331,J,P,2026-02-05,online
0bd715a7-99ab-48f8-aa26-80b540fc26a2,163467,J,P,2026-02-05,online
aaf32b58-2111-4be9-bba4-2584f111d530,152672,J,P,2026-02-05,online
de14c224-9821-49da-8a53-602b513f58c3,489477,J,P,2026-02-05,online
dd43bee2-bed9-4873-a084-c970bf4fc711,380020,J,P,2026-02-05,online
02116ed6-4d65-4085-a579-dfba804671af,423688,J,P,2026-02-05,online
d1f9866f-8067-4890-b805-88a1e69d0546,298589,J,P,2026-02-05,online
4c36b3e8-3540-47d5-97cd-9e1824a4edfa,225653,J,P,2026-02-05,online
e4c2aca5-fccb-4114-b7a1-71b785efd123,75739,J,P,2026-02-05,online
14032c2f-55b5-4056-864f-d8a65c487b79,145607,J,P,2026-02-05,online
5bc11bef-76a5-44e5-86a0-69d09052e0d4,37308,J,P,2026-02-05,online
f0565ea6-409b-47cd-86fe-bdded01766f8,475055,J,P,2026-02-05,online
f544bb27-764b-4c65-803e-a342697e1161,135536,J,P,2026-02-05,online
