id,ticketNumber,firstInitial,lastInitial,purchaseDate,entryType
2c80ba49-becc-4e15-a360-fda0651d560e,337510,T,W,2025-05-15,online
2742c8cb-a5dd-447b-8578-6f90f987cc51,253868,T,W,2025-05-15,online
74d9ba82-1b23-46ef-a72b-5a9071755a69,118965,T,W,2025-05-15,online
c1cfab5c-c0d8-4047-90a2-9e5f5cab2efa,485890,T,W,2025-05-15,online
a376b23c-d53b-42e2-8969-8ed8ad8d824f,63049,T,W,2025-05-15,online
b5e7bb52-580f-4469-8db8-7ff1da02a624,470458,T,W,2025-05-15,online
61340476-c157-44af-b764-5f4f590daddf,256145,T,W,2025-05-15,online
fabb7d89-b83f-48b1-8474-8b1c5222266a,166495,T,W,2025-05-15,online
1b53662e-8545-43c2-a0be-e00fdb66f9a3,246185,T,W,2025-05-15,online
ea8d75fb-3f39-4361-b2cd-ae7c97e1b0b6,381394,T,W,2025-05-15,online
9dae04eb-2355-4e53-8f34-d44f3211b012,73061,T,W,2025-05-15,online
7d8e0b53-4823-4a45-8eb1-b1aa4b818748,71089,T,W,2025-05-15,online
25590c5b-4dcb-42e8-af61-2ad497dd6135,250337,T,W,2025-05-15,online
8bb044bd-c7e8-4060-947c-880a570fa82f,448997,T,W,2025-05-15,online
cbd22448-6e48-44f7-9719-089d9420f554,53201,T,W,2025-05-15,online
39ce8402-15e0-4432-8844-da553b600cc5,10525,T,W,2025-05-15,online
2b62c5fe-9c10-4b02-9770-31b8c583386f,419728,T,W,2025-05-15,online
ae0cf275-8a63-4c1d-b5f2-15fbbee54540,491382,T,W,2025-05-15,online
80e04d4f-779b-43a5-bab1-4becaca3bb82,431210,T,W,2025-05-15,online
f6603213-635b-4c80-9ad7-aa0881128a57,357314,T,W,2025-05-15,online
e69e2616-aba2-4390-84a9-9ce7946f89a5,238234,T,W,2025-05-15,online
055ecf13-2fc2-4ce3-9e3e-1aa4ac8e322b,191310,T,W,2025-05-15,online
d61f75c3-a0b0-4632-b427-ffcaf63d0d38,293028,T,W,2025-05-15,online
d40b4bc1-e998-4439-a8fb-051083bbb49d,239013,T,W,2025-05-15,online
08bc22c5-cea5-4042-b70d-af6dc5811df7,450046,T,W,2025-05-15,online
b88fd251-f72f-4a45-8e77-2fddccf96146,399580,T,W,2025-05-15,online
b81605ef-3ef4-4275-8fc6-075325d1cac2,36718,T,W,2025-05-15,online
b39a5824-6df3-4f1e-b194-f7c926bb4b63,257773,T,W,2025-05-15,online
875cdeb1-4dd5-4659-bfff-76511149ebb8,254282,T,W,2025-05-15,online
8142fb81-b14e-4983-b4c7-6c26e02eedf2,457884,T,W,2025-05-15,online
06fa112d-fd8a-4f5a-b24f-afe2f4e55951,43804,T,W,2025-05-15,online
ea1b7e7e-be5a-45c1-b160-7aa5d9163254,67404,T,W,2025-05-15,online
75c49960-53f7-4bd1-857d-bd482d4c1bed,441044,T,W,2025-05-15,online
3a4e7412-f228-4d57-8d01-d93de780f124,476552,T,W,2025-05-15,online
bc804cf4-bd0c-461b-bb0a-3ec3c0351e59,237752,T,W,2025-05-15,online
ff5ca264-e5a0-45b4-b99a-21aec90f7853,391557,T,W,2025-05-15,online
a6ba6f29-b50c-492f-a4d8-35316129b56d,442168,T,W,2025-05-15,online
9a053013-ce67-4ed8-b37f-0699f22b84a3,355072,T,W,2025-05-15,online
ef7569fe-81d7-495e-adab-6d773cdfdef5,343850,T,W,2025-05-15,online
9653d5b3-0fab-4d23-b422-8db4eeff18b1,106448,T,W,2025-05-15,online
e134db0f-0c75-4761-b76a-a7bd08d159c3,113629,T,W,2025-05-15,online
20ac1e15-e7b5-419e-9393-fbb7a198af2a,249561,T,W,2025-05-15,online
538138cc-9f29-4539-b623-a1a9a609f8fb,282684,T,W,2025-05-15,online
14e3dad9-4fa2-4f0b-a3e4-85d5e871eb5f,133886,T,W,2025-05-15,online
ef94cb56-7917-4fcb-b677-2acbfb0e56a6,305648,T,W,2025-05-15,online
ce5e503e-83dc-46a9-9636-28fb888646b0,30420,T,W,2025-05-15,online
46e2b26c-5a55-426b-bdb5-866a7336d4a3,430617,T,W,2025-05-15,online
47a52a37-9eea-4191-8380-60ea75ecf450,293774,T,W,2025-05-15,online
bdb3649c-4f77-4d61-85fc-d716e816aedb,42059,T,W,2025-05-15,online
3b0adb7b-dbb2-475e-b23e-c909ca04cda0,156781,T,W,2025-05-15,online
0f2e4e3b-d3ee-4776-a523-7b49ad37272f,286542,T,W,2025-05-15,online
1551573a-dcc0-4cfb-99c2-007685c068b3,441764,T,W,2025-05-15,online
007e04a0-5330-46e0-81d1-263532e48e38,22951,T,W,2025-05-15,online
44a797e7-d15b-40c9-b38a-c3bce523ec7d,83063,T,W,2025-05-15,online
30e06b7d-64c6-4cdd-87b6-3c56aa8a2010,242794,T,W,2025-05-15,online
47a4d0f5-c51b-4e7b-931f-8b75ad2a4afa,457228,T,W,2025-05-15,online
70cc8c5b-b887-4993-8b53-7f4527ee86aa,490292,T,W,2025-05-15,online
5cecf879-d798-42de-84aa-11ab697cef67,138354,T,W,2025-05-15,online
ec4dde78-9fb8-4929-8fec-4c69b307e894,389593,T,W,2025-05-15,online
3aa4f083-3182-46af-b849-d57137232776,234505,T,W,2025-05-15,online
48314aba-9491-4e57-8618-5c11b0064818,331237,T,W,2025-05-15,online
e2db22a8-33a2-4639-9152-9ca92bc3708b,42072,T,W,2025-05-15,online
340e50a6-e55b-4c1e-a06f-e91921b2ca65,43655,T,W,2025-05-15,online
c78741b4-ace5-407b-8ae5-2c72d12f7022,272074,T,W,2025-05-15,online
49f1822d-3c4a-4bdd-b4ec-e9c2012cb716,17917,T,W,2025-05-15,online
011212da-d1a4-400f-8814-299331522334,457899,T,W,2025-05-15,online
387ed708-1074-4c48-9f69-6b3c39204f35,283652,T,W,2025-05-15,online
68aa8279-f67e-42bb-8846-61e134848c2d,180705,T,W,2025-05-15,online
e70d6021-e894-4827-a829-4fa5b9ac2e10,355683,T,W,2025-05-15,online
4c751caf-ec6a-4d0e-b4ec-8905ecaea9bd,321401,T,W,2025-05-15,online
3ea5e9a3-ba40-4535-8922-6c902ff60042,116092,T,W,2025-05-15,online
